DiaChi,chieuDai,chieuNgang,dienTich,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",,,55 m²,,"- 90,91 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,5 tỷ
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",11.5 m,4 m,46.5 m²,90 m²,"- 92,04 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,Hoàn thiện cơ bản,"4,28 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",18.3 m,4 m,74 m²,74 m²,"- 81,08 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông,,6 tỷ
"Đường DD5, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",8.5 m,4 m,35 m²,,"- 42,86 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,5 tỷ"
"19., Đường Nguyễn Tuân, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",12 m,5 m,60 m²,120 m²,- 110 triệu/m²,2 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"6,6 tỷ"
"Đường Miếu Bình Đông, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",23 m,5 m,112 m²,112 m²,"- 107,14 triệu/m²",6 phòng,4.0,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông,Nội thất cao cấp,12 tỷ
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",17 m,5 m,85 m²,,"- 101,18 triệu/m²",5 phòng,4.0,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"8,6 tỷ"
"Đường Âu Cơ, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",8 m,3 m,24 m²,48 m²,"- 141,25 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"3,39 tỷ"
"Đường Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,"- 123,44 triệu/m²",4 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,Nội thất đầy đủ,"7,9 tỷ"
"Đường số 19, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",34 m,6 m,203 m²,,"- 82,76 triệu/m²",nhiều hơn 10 phòng,4.0,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Hoàn thiện cơ bản,"16,8 tỷ"
"Đường số 9, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,4.8 m,55 m²,,- 80 triệu/m²,3 phòng,2.0,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"4,4 tỷ"
"Đường Trần Thị Cẩm, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",5 m,4 m,20 m²,20 m²,- 35 triệu/m²,2 phòng,1.0,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,700 triệu
"Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,112 m²,"- 71,43 triệu/m²",3 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,4 tỷ
"Mỹ Hưng 5, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",18 m,6 m,108 m²,540 m²,"- 393,52 triệu/m²",5 phòng,4.0,6 phòng,Nhà phố liền kề,Đã có sổ,,Nam,Nội thất cao cấp,"42,5 tỷ"
"Lý Thường Kiệt, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",,,262 m²,,"- 106,87 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,28 tỷ
"Đường Hoàng Diệu 2, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",12.4 m,5.1 m,61 m²,56 m²,"- 68,03 triệu/m²",3 phòng,2.0,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"4,15 tỷ"
"Đường số 1, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",13 m,4.5 m,56 m²,56 m²,"- 115,18 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,45 tỷ"
"247/33/72, Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh",4 m,4 m,18 m²,16 m²,"- 94,44 triệu/m²",2 phòng,3.0,2 phòng,"Nhà ngõ, hẻm",Giấy tờ viết tay,Hiện trạng khác,Nam,Nội thất đầy đủ,"1,7 tỷ"
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",17 m,5 m,85 m²,309 m²,"- 101,18 triệu/m²",4 phòng,,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"8,6 tỷ"
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",16 m,4 m,64 m²,250 m²,"- 117,19 triệu/m²",4 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,,"7,5 tỷ"
"Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",16.5 m,5 m,85 m²,175 m²,"- 82,35 triệu/m²",4 phòng,3.0,4 phòng,Nhà phố liền kề,Đang chờ sổ,Nhà dính quy hoạch / lộ giới,Tây Bắc,Bàn giao thô,7 tỷ
"Đường Nguyễn Súy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",9.3 m,8.3 m,68 m²,120 m²,"- 98,53 triệu/m²",5 phòng,2.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,Nội thất cao cấp,"6,7 tỷ"
"53B, Đường Nam Hòa, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",20 m,4.3 m,89 m²,89 m²,"- 78,09 triệu/m²",2 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,,,"6,95 tỷ"
"Đường Nguyễn Văn Tạo, Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh",,,260 m²,,"- 7,31 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"1,9 tỷ"
"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,,212 m²,,"- 68,40 triệu/m²",8 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"14,5 tỷ"
"Đường Tỉnh lộ 8, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh",10 m,5.5 m,50 m²,198 m²,"- 14,60 triệu/m²",8 phòng,,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Bàn giao thô,730 triệu
"2056, Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",8 m,4 m,30 m²,60 m²,"- 108,33 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Nam,Nội thất cao cấp,"3,25 tỷ"
"Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",8 m,4 m,32 m²,,"- 214,06 triệu/m²",3 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"6,85 tỷ"
"Đường Quang Trung, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",6 m,4 m,24 m²,,"- 60,42 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hẻm xe hơi,,,"1,45 tỷ"
"12/2, Đường ĐHT 03, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12 m,4 m,48 m²,90 m²,"- 73,96 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"3,55 tỷ"
"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",15 m,4.9 m,90 m²,90 m²,"- 38,89 triệu/m²",2 phòng,1.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,5 tỷ"
"Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh",12 m,4 m,46 m²,,- 150 triệu/m²,4 phòng,5.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"6,9 tỷ"
"Đường Quang Trung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",10 m,4.1 m,41 m²,82 m²,"- 73,17 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,3 tỷ
"Đường số 7, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4.1 m,54 m²,150 m²,"- 87,96 triệu/m²",3 phòng,3.0,3 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,Bắc,Nội thất đầy đủ,"4,75 tỷ"
"Đường Song Hành Quốc Lộ 22, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",5 m,4 m,20 m²,20 m²,"- 33,50 triệu/m²",2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất cao cấp,670 triệu
"Đường Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",,,72 m²,,"- 83,33 triệu/m²",5 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,6 tỷ
"113/, Đường Mai Văn Vĩnh, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",10.7 m,3.75 m,40.35 m²,,- 57 triệu/m²,2 phòng,3.0,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,"Nhà nở hậu,Hiện trạng khác",,Hoàn thiện cơ bản,"2,3 tỷ"
"Hẻm 14/13 Thân Nhân Trung, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",15.5 m,4.15 m,75.5 m²,250 m²,"- 185,43 triệu/m²",5 phòng,4.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,14 tỷ
"Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",12 m,4 m,48 m²,85 m²,"- 80,62 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"3,87 tỷ"
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",,4.1 m,72 m²,,"- 76,39 triệu/m²",4 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Nhà nở hậu,Hẻm xe hơi",,Nội thất đầy đủ,"5,5 tỷ"
"Hưng Phú, Phường 9, Quận 8, Tp Hồ Chí Minh",8.5 m,3 m,25.5 m²,,"- 115,69 triệu/m²",2 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Bắc,,"2,95 tỷ"
"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",,,83 m²,,"- 85,54 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"7,1 tỷ"
"Đường số 12, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",8 m,3 m,24 m²,48 m²,- 120 triệu/m²,2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,88 tỷ"
"Đường Tân Chánh Hiệp 26, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",20 m,3.5 m,70 m²,70 m²,"- 58,57 triệu/m²",3 phòng,1.0,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"4,1 tỷ"
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",20.5 m,4.5 m,92 m²,92 m²,"- 86,96 triệu/m²",2 phòng,1.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,8 tỷ
"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh",13 m,5.4 m,72 m²,140 m²,"- 91,67 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"6,6 tỷ"
"Đường số 8, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",10 m,4 m,40 m²,120 m²,"- 63,75 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"2,55 tỷ"
"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",12.5 m,4 m,50 m²,100 m²,- 91 triệu/m²,4 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,55 tỷ"
"657/2B, Đường Ba Đình, Phường 9, Quận 8, Tp Hồ Chí Minh",,3.5 m,30 m²,,"- 126,33 triệu/m²",2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông,,"3,79 tỷ"
"Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",17 m,4 m,67 m²,150 m²,"- 111,94 triệu/m²",4 phòng,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"7,5 tỷ"
"Đường Văn Thân, Phường 8, Quận 6, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,"- 97,50 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"3,9 tỷ"
"Đường Nguyễn Tri Phương, Phường 14, Quận 10, Tp Hồ Chí Minh",10 m,8.2 m,75 m²,,"- 145,33 triệu/m²",2 phòng,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"10,9 tỷ"
"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",13 m,2.6 m,31 m²,60 m²,"- 274,19 triệu/m²",2 phòng,2.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Tây Bắc,,"8,5 tỷ"
"Đường Tân Hiệp 8, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",17 m,6 m,101 m²,143.5 m²,"- 39,60 triệu/m²",4 phòng,3.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,999 tỷ"
"Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",,,110 m²,,"- 45,45 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,999 tỷ"
"Đường Tân Lập 2, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",17.5 m,4.2 m,72 m²,,"- 94,44 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,8 tỷ"
"Đường Hòa Hưng, Phường 13, Quận 10, Tp Hồ Chí Minh",,,57.8 m²,89.8 m²,"- 105,54 triệu/m²",2 phòng,2.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Nam,,"6,1 tỷ"
"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",13 m,6 m,80 m²,80 m²,"- 81,24 triệu/m²",5 phòng,4.0,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"6,499 tỷ"
"Đường số 8, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",20 m,6 m,120 m²,120 m²,"- 37,50 triệu/m²",8 phòng,2.0,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,5 tỷ"
"Đường Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh",23.6 m,5 m,118 m²,118 m²,"- 19,07 triệu/m²",2 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hiện trạng khác,,Hoàn thiện cơ bản,"2,25 tỷ"
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",16 m,7.5 m,117 m²,,"- 89,74 triệu/m²",8 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"10,5 tỷ"
"482., Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",14 m,5.6 m,79 m²,320 m²,"- 145,57 triệu/m²",6 phòng,4.0,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất cao cấp,"11,5 tỷ"
"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",,,25 m²,,"- 107,20 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"2,68 tỷ"
"525/27/10, Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",4.1 m,2.55 m,12.5 m²,34 m²,"- 128,80 triệu/m²",2 phòng,1.0,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"1,61 tỷ"
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",7 m,3.5 m,25 m²,,- 106 triệu/m²,2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"2,65 tỷ"
"Đường số 6, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",15 m,3.9 m,56 m²,140 m²,"- 91,96 triệu/m²",4 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Nam,Nội thất đầy đủ,"5,15 tỷ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",7 m,3 m,21 m²,63 m²,"- 78,57 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Tây Bắc,Nội thất đầy đủ,"1,65 tỷ"
"Đường Nguyễn Thị Kiểu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",10 m,4 m,36 m²,72 m²,"- 102,22 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây Bắc,Nội thất cao cấp,"3,68 tỷ"
"Đường số 1, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",9.5 m,4.5 m,43 m²,43 m²,"- 112,79 triệu/m²",4 phòng,3.0,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Tây,Nội thất cao cấp,"4,85 tỷ"
"146/5Z, Đường Phạm Thị Giây, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",19 m,5.1 m,97 m²,146 m²,"- 44,33 triệu/m²",3 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,3 tỷ"
"Đường số 4, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",7 m,7 m,50 m²,,- 98 triệu/m²,4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,9 tỷ"
"Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,80 m²,"- 96,25 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,,"3,85 tỷ"
"Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",10 m,4 m,40 m²,,"- 33,75 triệu/m²",1 phòng,,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,35 tỷ"
"Đường Nguyễn Cửu Phú, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",18 m,5 m,90 m²,180 m²,"- 7,72 triệu/m²",3 phòng,1.0,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu,Nhà tóp hậu",,Nội thất đầy đủ,695 triệu
"Đường Phạm Văn Chí, Phường 4, Quận 6, Tp Hồ Chí Minh",13 m,4.1 m,48 m²,,"- 109,38 triệu/m²",4 phòng,4.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,25 tỷ"
"Cư Xá Đài Ra Đa, Phường 13, Quận 6, Tp Hồ Chí Minh",,,80 m²,,"- 106,25 triệu/m²",5 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"8,5 tỷ"
"Đường Tô Ngọc Vân, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,"- 85,94 triệu/m²",3 phòng,3.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,Nội thất cao cấp,"5,5 tỷ"
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",12 m,4 m,48 m²,100 m²,"- 87,50 triệu/m²",2 phòng,2.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"4,2 tỷ"
"Đường Nguyễn Trọng Lội, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",18 m,8 m,144 m²,700 m²,"- 194,44 triệu/m²",nhiều hơn 10 phòng,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,28 tỷ
"Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh",,,55 m²,,"- 103,64 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,7 tỷ"
"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",17 m,4 m,68 m²,,"- 91,18 triệu/m²",4 phòng,4.0,3 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"6,2 tỷ"
"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",16 m,4 m,64 m²,199 m²,"- 90,62 triệu/m²",4 phòng,3.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông,Nội thất cao cấp,"5,8 tỷ"
"Đường 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",11 m,4 m,44 m²,,"- 96,59 triệu/m²",4 phòng,3.0,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,25 tỷ"
"Tat son, Tay Son, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",15 m,5 m,76 m²,76 m²,- 100 triệu/m²,3 phòng,1.0,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"7,6 tỷ"
"Đường Tỉnh lộ 43, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",13.5 m,4 m,53.4 m²,150 m²,"- 73,03 triệu/m²",3 phòng,2.0,3 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,Tây,Nội thất đầy đủ,"3,9 tỷ"
"652.2G, Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",26 m,4 m,105 m²,238 m²,"- 95,24 triệu/m²",5 phòng,5.0,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,Nội thất cao cấp,10 tỷ
"Bùi Minh Trực, Phường 5, Quận 8, Tp Hồ Chí Minh",16 m,3 m,54.8 m²,,"- 82,12 triệu/m²",1 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Nam,,"4,5 tỷ"
"141/20, Đường Số 8, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",6.5 m,5.5 m,35.75 m²,35.75 m²,"- 68,53 triệu/m²",2 phòng,1.0,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Nam,Nội thất đầy đủ,"2,45 tỷ"
"hẻm 122 Đặng Văn Ngữ, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",17.5 m,5.7 m,100 m²,403 m²,- 260 triệu/m²,6 phòng,7.0,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,26 tỷ
"226/, Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",12 m,3.4 m,34 m²,120 m²,"- 126,47 triệu/m²",3 phòng,2.0,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây Bắc,Nội thất cao cấp,"4,3 tỷ"
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",22 m,15 m,300 m²,2300 m²,"- 383,33 triệu/m²",nhiều hơn 10 phòng,,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,115 tỷ
"Đường Nguyễn Tuyển, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",23.5 m,4.1 m,94 m²,94 m²,"- 61,70 triệu/m²",3 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"5,8 tỷ"
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,,150 m²,,- 70 triệu/m²,3 phòng,1.0,,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,,"10,5 tỷ"
